user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,churn_target,login_recency_category,support_risk,payment_risk,usage_level
2129,2024-05-16,Premium,699,23.1,2,3,36,21,Yes,1,At Risk,Low,High,High
2130,2023-10-05,Standard,399,13.2,1,2,35,40,Yes,1,Inactive,Low,Medium,Medium
2131,2023-11-10,Standard,399,6.1,5,1,33,36,Yes,1,Inactive,Medium,Medium,Medium
2132,2024-11-16,Basic,199,13.2,6,2,22,16,No,0,At Risk,High,Medium,Medium
2133,2024-12-03,Premium,699,19.3,2,5,13,18,Yes,1,At Risk,Low,High,High
2134,2023-05-01,Standard,399,14.0,3,3,35,37,Yes,1,Inactive,Medium,High,Medium
2135,2023-12-12,Premium,699,16.1,3,4,19,50,No,0,Inactive,Medium,High,High
2136,2024-08-04,Basic,199,9.7,6,3,32,45,Yes,1,Inactive,High,High,Medium
2137,2024-01-21,Standard,399,8.9,4,4,35,4,Yes,1,Active,Medium,High,Medium
2138,2024-07-17,Premium,699,0.6,3,2,26,59,Yes,1,Inactive,Medium,Medium,Low
2139,2024-03-13,Premium,699,13.0,6,1,18,17,Yes,1,At Risk,High,Medium,Medium
2140,2023-05-24,Premium,699,15.1,7,3,32,24,Yes,1,At Risk,High,High,High
2141,2023-04-21,Basic,199,9.4,0,0,8,54,Yes,1,Inactive,Low,Low,Medium
2142,2023-02-10,Premium,699,7.1,1,5,35,43,Yes,1,Inactive,Low,High,Medium
2143,2024-03-16,Premium,699,0.7,5,4,4,46,Yes,1,Inactive,Medium,High,Low
2144,2023-06-05,Basic,199,5.9,4,4,15,22,No,0,At Risk,Medium,High,Medium
2145,2024-01-28,Basic,199,14.8,3,1,36,51,No,0,Inactive,Medium,Medium,Medium
2146,2023-10-04,Basic,199,15.6,2,0,35,36,No,0,Inactive,Low,Low,High
2147,2023-06-19,Standard,399,2.8,6,1,8,15,Yes,1,At Risk,High,Medium,Low
2148,2024-08-16,Basic,199,7.3,0,1,15,42,Yes,1,Inactive,Low,Medium,Medium
2149,2024-12-30,Premium,699,11.4,3,0,25,54,Yes,1,Inactive,Medium,Low,Medium
2150,2024-07-08,Standard,399,4.2,6,4,29,48,Yes,1,Inactive,High,High,Low
2151,2023-12-17,Standard,399,22.1,7,3,14,50,No,0,Inactive,High,High,High
2152,2023-05-28,Standard,399,12.7,6,3,2,38,Yes,1,Inactive,High,High,Medium
2153,2023-08-12,Premium,699,15.2,6,1,5,50,Yes,1,Inactive,High,Medium,High
2154,2024-01-24,Standard,399,10.4,3,5,23,18,No,0,At Risk,Medium,High,Medium
2155,2024-12-31,Premium,699,24.0,3,5,31,44,Yes,1,Inactive,Medium,High,High
2156,2024-04-01,Basic,199,14.5,5,3,25,1,Yes,1,Active,Medium,High,Medium
2157,2023-09-24,Standard,399,11.2,5,1,6,17,No,0,At Risk,Medium,Medium,Medium
2158,2023-02-07,Standard,399,4.6,8,4,11,33,Yes,1,Inactive,High,High,Low
2159,2023-04-05,Standard,399,1.7,3,0,24,45,No,0,Inactive,Medium,Low,Low
2160,2023-06-02,Premium,699,1.7,1,4,36,59,Yes,1,Inactive,Low,High,Low
2161,2023-06-20,Standard,399,21.5,4,1,10,14,No,0,Active,Medium,Medium,High
2162,2023-06-30,Premium,699,6.2,1,4,5,3,No,0,Active,Low,High,Medium
2163,2023-07-20,Standard,399,12.0,6,1,36,15,Yes,1,At Risk,High,Medium,Medium
2164,2024-06-30,Premium,699,2.2,1,2,5,52,Yes,1,Inactive,Low,Medium,Low
2165,2023-07-11,Basic,199,14.1,5,5,30,11,Yes,1,Active,Medium,High,Medium
2166,2024-05-27,Basic,199,8.5,2,2,1,32,No,0,Inactive,Low,Medium,Medium
2167,2023-05-16,Premium,699,10.1,2,0,4,30,Yes,1,At Risk,Low,Low,Medium
2168,2024-12-28,Basic,199,14.6,4,3,24,15,Yes,1,At Risk,Medium,High,Medium
2169,2023-10-22,Basic,199,4.5,0,0,16,24,Yes,1,At Risk,Low,Low,Low
2170,2024-06-21,Standard,399,20.1,6,4,34,34,Yes,1,Inactive,High,High,High
2171,2023-06-20,Standard,399,9.2,6,2,34,33,No,0,Inactive,High,Medium,Medium
2172,2024-01-12,Premium,699,3.6,0,1,32,4,No,0,Active,Low,Medium,Low
2173,2023-01-25,Standard,399,15.3,6,3,8,24,Yes,1,At Risk,High,High,High
2174,2023-05-31,Standard,399,5.4,0,1,32,27,No,0,At Risk,Low,Medium,Medium
2175,2023-08-21,Standard,399,16.4,4,3,9,15,Yes,1,At Risk,Medium,High,High
2176,2023-07-29,Standard,399,12.4,7,5,17,29,Yes,1,At Risk,High,High,Medium
2177,2024-10-17,Standard,399,10.7,0,1,9,60,Yes,1,Inactive,Low,Medium,Medium
2178,2024-10-31,Basic,199,9.7,5,3,19,58,Yes,1,Inactive,Medium,High,Medium
2179,2024-05-05,Standard,399,15.2,5,4,5,35,Yes,1,Inactive,Medium,High,High
2180,2023-04-14,Basic,199,8.6,4,4,23,10,Yes,1,Active,Medium,High,Medium
2181,2024-01-16,Basic,199,7.1,0,4,36,13,No,0,Active,Low,High,Medium
2182,2024-01-12,Basic,199,10.4,7,2,29,39,Yes,1,Inactive,High,Medium,Medium
2183,2023-02-07,Basic,199,14.8,7,3,34,27,No,0,At Risk,High,High,Medium
2184,2024-01-22,Premium,699,18.4,8,0,36,9,No,0,Active,High,Low,High
2185,2023-07-21,Standard,399,18.4,4,1,29,9,No,0,Active,Medium,Medium,High
2186,2023-05-17,Basic,199,7.3,3,0,25,2,No,0,Active,Medium,Low,Medium
2187,2023-09-19,Basic,199,14.4,6,1,27,27,No,0,At Risk,High,Medium,Medium
2188,2023-03-09,Basic,199,24.8,2,0,1,16,No,0,At Risk,Low,Low,High
2189,2024-11-16,Basic,199,22.9,2,5,30,31,Yes,1,Inactive,Low,High,High
2190,2024-07-15,Standard,399,15.6,5,3,22,16,No,0,At Risk,Medium,High,High
2191,2024-08-26,Premium,699,16.0,5,4,22,9,No,0,Active,Medium,High,High
2192,2024-05-09,Premium,699,20.3,3,1,18,52,Yes,1,Inactive,Medium,Medium,High
2193,2023-02-22,Standard,399,23.5,4,3,22,46,No,0,Inactive,Medium,High,High
2194,2023-08-17,Premium,699,20.1,4,0,20,52,Yes,1,Inactive,Medium,Low,High
2195,2024-01-07,Basic,199,11.9,2,0,16,44,No,0,Inactive,Low,Low,Medium
2196,2024-09-30,Standard,399,10.8,5,2,26,5,Yes,1,Active,Medium,Medium,Medium
2197,2023-06-07,Standard,399,19.5,0,3,5,25,No,0,At Risk,Low,High,High
2198,2024-05-13,Standard,399,24.5,5,2,31,7,Yes,1,Active,Medium,Medium,High
2199,2023-09-07,Standard,399,14.9,6,3,26,54,Yes,1,Inactive,High,High,Medium
2200,2023-04-14,Premium,699,8.7,5,4,11,24,No,0,At Risk,Medium,High,Medium
2201,2023-04-05,Basic,199,20.0,0,1,6,34,No,0,Inactive,Low,Medium,High
2202,2023-10-26,Premium,699,24.8,0,3,10,11,Yes,1,Active,Low,High,High
2203,2023-12-05,Standard,399,16.8,1,0,23,10,No,0,Active,Low,Low,High
2204,2023-07-16,Basic,199,24.9,1,0,3,39,Yes,1,Inactive,Low,Low,High
2205,2024-09-22,Basic,199,20.7,7,0,26,17,No,0,At Risk,High,Low,High
2206,2023-09-24,Premium,699,20.9,4,1,5,4,No,0,Active,Medium,Medium,High
2207,2023-12-13,Basic,199,2.9,3,5,33,18,Yes,1,At Risk,Medium,High,Low
2208,2023-10-28,Premium,699,17.5,7,2,11,60,Yes,1,Inactive,High,Medium,High
2209,2023-09-04,Premium,699,10.7,3,2,26,42,Yes,1,Inactive,Medium,Medium,Medium
2210,2023-05-01,Standard,399,17.7,0,0,10,3,No,0,Active,Low,Low,High
2211,2023-12-07,Basic,199,25.0,2,1,7,46,Yes,1,Inactive,Low,Medium,High
2212,2024-10-21,Premium,699,14.7,7,3,21,26,Yes,1,At Risk,High,High,Medium
2213,2024-11-02,Premium,699,18.4,4,5,36,13,No,0,Active,Medium,High,High
2214,2023-09-16,Basic,199,4.3,3,2,24,4,Yes,1,Active,Medium,Medium,Low
2215,2023-11-28,Standard,399,20.4,7,5,12,25,No,0,At Risk,High,High,High
2216,2024-08-03,Standard,399,20.5,6,5,9,20,No,0,At Risk,High,High,High
2217,2023-12-09,Premium,699,0.7,2,2,12,26,Yes,1,At Risk,Low,Medium,Low
2218,2023-10-12,Basic,199,22.2,3,4,3,38,Yes,1,Inactive,Medium,High,High
2219,2024-09-21,Basic,199,10.7,0,5,12,23,No,0,At Risk,Low,High,Medium
2220,2023-12-07,Standard,399,0.6,7,4,22,12,Yes,1,Active,High,High,Low
2221,2024-09-18,Premium,699,7.2,6,4,33,37,Yes,1,Inactive,High,High,Medium
2222,2023-10-25,Basic,199,19.4,0,3,28,46,Yes,1,Inactive,Low,High,High
2223,2023-03-06,Premium,699,1.6,5,0,30,26,Yes,1,At Risk,Medium,Low,Low
2224,2024-04-05,Standard,399,23.3,3,2,27,53,Yes,1,Inactive,Medium,Medium,High
2225,2023-09-18,Standard,399,22.3,0,1,20,42,No,0,Inactive,Low,Medium,High
2226,2024-04-05,Standard,399,0.6,3,0,17,14,No,0,Active,Medium,Low,Low
2227,2024-07-02,Basic,199,0.6,0,0,26,51,No,0,Inactive,Low,Low,Low
2228,2024-08-17,Premium,699,0.9,4,4,27,42,Yes,1,Inactive,Medium,High,Low
2229,2024-02-03,Basic,199,16.7,4,0,35,54,Yes,1,Inactive,Medium,Low,High
2230,2023-12-03,Premium,699,4.8,3,0,22,43,Yes,1,Inactive,Medium,Low,Low
2231,2023-09-22,Premium,699,23.7,0,0,16,8,No,0,Active,Low,Low,High
2232,2023-06-17,Basic,199,17.0,6,1,19,57,Yes,1,Inactive,High,Medium,High
2233,2024-10-16,Standard,399,19.2,4,2,7,34,Yes,1,Inactive,Medium,Medium,High
2234,2023-10-04,Basic,199,24.6,1,0,5,15,Yes,1,At Risk,Low,Low,High
2235,2024-07-01,Basic,199,19.2,5,0,8,32,No,0,Inactive,Medium,Low,High
2236,2023-12-28,Standard,399,3.5,4,0,33,22,No,0,At Risk,Medium,Low,Low
2237,2024-09-27,Basic,199,20.3,8,2,25,46,Yes,1,Inactive,High,Medium,High
2238,2024-07-01,Basic,199,4.5,5,1,5,33,No,0,Inactive,Medium,Medium,Low
2239,2024-03-18,Basic,199,24.8,5,0,31,21,No,0,At Risk,Medium,Low,High
2240,2024-10-14,Basic,199,19.5,6,1,33,10,Yes,1,Active,High,Medium,High
2241,2024-05-21,Standard,399,24.4,3,5,5,59,No,0,Inactive,Medium,High,High
2242,2024-04-08,Premium,699,10.0,5,1,30,57,Yes,1,Inactive,Medium,Medium,Medium
2243,2023-12-13,Basic,199,14.5,0,5,1,59,Yes,1,Inactive,Low,High,Medium
2244,2024-08-31,Standard,399,24.3,7,0,1,8,No,0,Active,High,Low,High
2245,2024-07-18,Premium,699,19.3,2,3,36,31,Yes,1,Inactive,Low,High,High
2246,2024-07-03,Premium,699,3.4,0,5,22,20,Yes,1,At Risk,Low,High,Low
2247,2023-05-21,Standard,399,1.5,1,0,19,60,Yes,1,Inactive,Low,Low,Low
2248,2023-03-18,Premium,699,20.5,2,2,17,21,No,0,At Risk,Low,Medium,High
2249,2023-01-27,Premium,699,2.3,4,5,24,19,Yes,1,At Risk,Medium,High,Low
2250,2024-09-05,Standard,399,5.0,1,1,21,59,No,0,Inactive,Low,Medium,Low
2251,2023-07-07,Basic,199,3.3,4,2,24,20,No,0,At Risk,Medium,Medium,Low
2252,2024-07-17,Premium,699,14.8,1,1,14,3,No,0,Active,Low,Medium,Medium
2253,2023-11-01,Premium,699,20.4,8,4,6,55,Yes,1,Inactive,High,High,High
2254,2024-03-06,Premium,699,3.0,6,0,20,19,No,0,At Risk,High,Low,Low
2255,2024-08-25,Basic,199,7.1,0,1,22,4,Yes,1,Active,Low,Medium,Medium
2256,2024-07-08,Basic,199,22.3,0,3,7,51,Yes,1,Inactive,Low,High,High
2257,2023-07-09,Basic,199,4.4,8,1,17,5,Yes,1,Active,High,Medium,Low
2258,2023-05-10,Premium,699,16.0,0,3,7,13,No,0,Active,Low,High,High
2259,2023-10-07,Basic,199,6.3,6,0,33,43,No,0,Inactive,High,Low,Medium
2260,2024-11-13,Premium,699,12.6,3,0,13,27,Yes,1,At Risk,Medium,Low,Medium
2261,2024-08-27,Standard,399,20.7,4,2,13,8,Yes,1,Active,Medium,Medium,High
2262,2024-09-11,Standard,399,7.1,1,5,19,26,Yes,1,At Risk,Low,High,Medium
2263,2024-12-08,Standard,399,24.5,6,4,1,12,No,0,Active,High,High,High
2264,2023-02-11,Basic,199,20.5,1,5,12,15,Yes,1,At Risk,Low,High,High
2265,2023-08-12,Basic,199,18.7,1,5,16,25,Yes,1,At Risk,Low,High,High
2266,2023-01-15,Standard,399,14.6,3,5,8,7,No,0,Active,Medium,High,Medium
2267,2023-05-07,Standard,399,8.9,7,1,7,9,No,0,Active,High,Medium,Medium
2268,2024-03-30,Standard,399,24.4,6,5,21,33,Yes,1,Inactive,High,High,High
2269,2024-11-12,Premium,699,21.5,2,1,13,24,No,0,At Risk,Low,Medium,High
2270,2024-03-19,Premium,699,12.5,4,3,16,3,Yes,1,Active,Medium,High,Medium
2271,2023-07-28,Standard,399,2.0,0,5,11,29,Yes,1,At Risk,Low,High,Low
2272,2023-01-15,Standard,399,22.1,2,2,8,17,Yes,1,At Risk,Low,Medium,High
2273,2024-04-05,Standard,399,2.1,7,2,34,19,Yes,1,At Risk,High,Medium,Low
2274,2024-03-24,Basic,199,21.1,6,2,18,10,Yes,1,Active,High,Medium,High
2275,2024-07-18,Basic,199,19.6,7,3,2,14,No,0,Active,High,High,High
2276,2023-10-06,Premium,699,3.2,5,4,10,16,Yes,1,At Risk,Medium,High,Low
2277,2023-04-20,Premium,699,20.1,6,0,34,4,No,0,Active,High,Low,High
2278,2024-09-20,Basic,199,6.7,3,5,19,59,Yes,1,Inactive,Medium,High,Medium
2279,2023-01-21,Premium,699,23.1,7,4,34,0,Yes,1,Active,High,High,High
2280,2023-04-22,Standard,399,10.8,5,0,36,30,Yes,1,At Risk,Medium,Low,Medium
2281,2024-08-23,Premium,699,18.2,6,2,20,44,No,0,Inactive,High,Medium,High
2282,2023-07-20,Basic,199,16.9,5,0,26,24,Yes,1,At Risk,Medium,Low,High
2283,2024-06-29,Basic,199,1.6,5,2,21,30,Yes,1,At Risk,Medium,Medium,Low
2284,2024-08-01,Standard,399,6.1,8,0,32,44,Yes,1,Inactive,High,Low,Medium
2285,2023-03-16,Basic,199,10.6,0,1,15,29,No,0,At Risk,Low,Medium,Medium
2286,2024-01-15,Basic,199,11.3,2,1,36,47,Yes,1,Inactive,Low,Medium,Medium
2287,2024-04-05,Basic,199,6.8,6,0,3,17,No,0,At Risk,High,Low,Medium
2288,2023-09-14,Basic,199,8.8,3,4,6,7,Yes,1,Active,Medium,High,Medium
2289,2024-07-08,Premium,699,18.8,3,0,35,30,No,0,At Risk,Medium,Low,High
2290,2023-12-05,Basic,199,23.2,7,1,1,50,Yes,1,Inactive,High,Medium,High
2291,2024-12-14,Basic,199,12.8,3,4,6,17,Yes,1,At Risk,Medium,High,Medium
2292,2023-04-10,Standard,399,19.0,8,5,23,10,Yes,1,Active,High,High,High
2293,2023-02-16,Premium,699,16.8,3,1,2,52,Yes,1,Inactive,Medium,Medium,High
2294,2023-03-04,Premium,699,5.3,3,1,12,8,No,0,Active,Medium,Medium,Medium
2295,2023-07-29,Premium,699,6.0,2,0,29,7,No,0,Active,Low,Low,Medium
2296,2023-06-12,Standard,399,21.0,6,1,20,44,Yes,1,Inactive,High,Medium,High
2297,2024-03-06,Standard,399,0.7,5,0,25,34,Yes,1,Inactive,Medium,Low,Low
2298,2024-03-21,Basic,199,19.2,3,0,6,9,No,0,Active,Medium,Low,High
2299,2024-06-27,Basic,199,7.0,8,5,11,35,No,0,Inactive,High,High,Medium
2300,2023-08-09,Premium,699,22.2,2,4,22,34,No,0,Inactive,Low,High,High
2301,2023-08-08,Standard,399,4.7,7,2,28,20,Yes,1,At Risk,High,Medium,Low
2302,2023-04-04,Premium,699,5.3,4,3,2,49,Yes,1,Inactive,Medium,High,Medium
2303,2024-06-30,Premium,699,20.0,2,0,8,14,No,0,Active,Low,Low,High
2304,2023-08-26,Basic,199,12.2,2,0,36,33,Yes,1,Inactive,Low,Low,Medium
2305,2023-09-05,Basic,199,22.7,8,4,16,34,No,0,Inactive,High,High,High
2306,2023-12-07,Premium,699,2.5,8,4,36,5,Yes,1,Active,High,High,Low
2307,2023-07-30,Premium,699,20.8,0,3,9,31,No,0,Inactive,Low,High,High
2308,2023-03-15,Basic,199,17.6,1,4,15,9,No,0,Active,Low,High,High
2309,2023-12-12,Standard,399,2.5,5,3,35,10,Yes,1,Active,Medium,High,Low
2310,2023-02-01,Basic,199,19.3,0,5,3,44,Yes,1,Inactive,Low,High,High
2311,2023-04-11,Basic,199,4.5,1,0,21,44,Yes,1,Inactive,Low,Low,Low
2312,2023-01-27,Standard,399,16.4,0,5,35,47,No,0,Inactive,Low,High,High
2313,2024-05-31,Premium,699,24.7,5,3,10,43,Yes,1,Inactive,Medium,High,High
2314,2023-06-01,Premium,699,18.9,4,1,19,5,No,0,Active,Medium,Medium,High
2315,2023-06-04,Premium,699,12.2,7,4,35,58,No,0,Inactive,High,High,Medium
2316,2024-06-03,Basic,199,12.8,0,2,19,24,Yes,1,At Risk,Low,Medium,Medium
2317,2023-09-09,Standard,399,1.1,0,0,30,42,Yes,1,Inactive,Low,Low,Low
2318,2024-06-26,Standard,399,16.1,1,2,23,46,Yes,1,Inactive,Low,Medium,High
2319,2023-10-03,Basic,199,9.8,1,1,26,26,Yes,1,At Risk,Low,Medium,Medium
2320,2023-06-24,Premium,699,24.8,5,5,15,3,Yes,1,Active,Medium,High,High
2321,2023-02-24,Premium,699,18.4,8,5,25,2,No,0,Active,High,High,High
2322,2023-01-18,Standard,399,6.4,8,3,14,39,Yes,1,Inactive,High,High,Medium
2323,2023-05-06,Premium,699,5.0,1,0,34,17,No,0,At Risk,Low,Low,Low
2324,2023-01-06,Standard,399,21.0,1,4,17,58,Yes,1,Inactive,Low,High,High
2325,2023-09-12,Standard,399,24.1,2,4,17,60,Yes,1,Inactive,Low,High,High
2326,2023-10-02,Premium,699,9.8,3,4,13,41,Yes,1,Inactive,Medium,High,Medium
2327,2023-10-30,Basic,199,17.0,2,5,10,25,No,0,At Risk,Low,High,High
2328,2023-09-06,Premium,699,13.3,4,3,11,19,Yes,1,At Risk,Medium,High,Medium
2329,2023-09-15,Standard,399,9.5,8,3,9,13,Yes,1,Active,High,High,Medium
2330,2024-02-04,Basic,199,21.9,6,2,30,60,No,0,Inactive,High,Medium,High
2331,2023-07-11,Basic,199,23.7,5,2,23,55,No,0,Inactive,Medium,Medium,High
2332,2023-10-28,Standard,399,18.2,5,2,15,34,Yes,1,Inactive,Medium,Medium,High
2333,2023-10-14,Basic,199,16.9,7,3,2,19,Yes,1,At Risk,High,High,High
2334,2023-08-20,Standard,399,14.6,8,4,33,58,No,0,Inactive,High,High,Medium
2335,2023-10-10,Premium,699,9.5,8,5,7,32,Yes,1,Inactive,High,High,Medium
2336,2023-10-24,Standard,399,11.9,0,5,9,44,Yes,1,Inactive,Low,High,Medium
2337,2023-08-02,Premium,699,24.8,4,1,4,13,No,0,Active,Medium,Medium,High
2338,2023-05-06,Standard,399,20.8,4,4,13,20,No,0,At Risk,Medium,High,High
2339,2024-04-10,Standard,399,20.3,1,0,15,6,No,0,Active,Low,Low,High
2340,2023-07-23,Premium,699,18.2,1,4,30,3,No,0,Active,Low,High,High
2341,2024-10-21,Basic,199,16.0,3,3,6,13,Yes,1,Active,Medium,High,High
2342,2023-03-27,Standard,399,1.5,6,0,15,46,Yes,1,Inactive,High,Low,Low
2343,2024-05-27,Premium,699,12.7,5,3,33,6,Yes,1,Active,Medium,High,Medium
2344,2023-08-02,Standard,399,18.1,8,0,36,0,No,0,Active,High,Low,High
2345,2024-09-03,Basic,199,14.9,5,3,2,7,No,0,Active,Medium,High,Medium
2346,2024-05-24,Premium,699,6.5,6,2,1,30,Yes,1,At Risk,High,Medium,Medium
2347,2023-01-04,Standard,399,20.7,1,5,19,58,Yes,1,Inactive,Low,High,High
2348,2023-11-15,Premium,699,10.1,5,1,14,56,Yes,1,Inactive,Medium,Medium,Medium
2349,2023-04-22,Premium,699,20.3,8,5,5,49,Yes,1,Inactive,High,High,High
2350,2023-01-28,Premium,699,6.0,6,4,19,30,Yes,1,At Risk,High,High,Medium
2351,2023-06-11,Premium,699,19.0,6,1,9,10,No,0,Active,High,Medium,High
2352,2024-03-04,Basic,199,4.1,3,3,33,17,Yes,1,At Risk,Medium,High,Low
2353,2023-10-29,Basic,199,6.8,0,5,6,47,No,0,Inactive,Low,High,Medium
2354,2023-12-12,Basic,199,13.6,0,2,34,40,Yes,1,Inactive,Low,Medium,Medium
2355,2024-06-15,Basic,199,23.4,6,3,32,50,Yes,1,Inactive,High,High,High
2356,2023-02-13,Premium,699,3.4,2,3,7,49,Yes,1,Inactive,Low,High,Low
2357,2024-09-14,Basic,199,13.2,3,2,4,24,Yes,1,At Risk,Medium,Medium,Medium
2358,2023-08-06,Basic,199,10.0,7,0,2,20,No,0,At Risk,High,Low,Medium
2359,2024-03-16,Basic,199,19.3,4,2,12,22,Yes,1,At Risk,Medium,Medium,High
2360,2024-03-10,Premium,699,5.0,1,3,36,40,No,0,Inactive,Low,High,Low
2361,2023-02-11,Premium,699,15.7,8,2,10,18,No,0,At Risk,High,Medium,High
2362,2024-04-03,Basic,199,7.9,8,0,16,50,No,0,Inactive,High,Low,Medium
2363,2024-06-25,Basic,199,7.8,7,5,22,58,Yes,1,Inactive,High,High,Medium
2364,2023-05-08,Basic,199,1.6,3,5,27,23,Yes,1,At Risk,Medium,High,Low
2365,2023-02-18,Basic,199,16.8,7,5,7,44,Yes,1,Inactive,High,High,High
2366,2023-01-17,Premium,699,24.8,1,2,24,18,No,0,At Risk,Low,Medium,High
2367,2024-08-09,Premium,699,24.8,2,3,29,48,Yes,1,Inactive,Low,High,High
2368,2024-10-19,Premium,699,19.3,6,5,27,18,No,0,At Risk,High,High,High
2369,2024-01-10,Premium,699,2.7,8,2,30,9,Yes,1,Active,High,Medium,Low
2370,2023-10-29,Premium,699,16.1,3,1,25,21,No,0,At Risk,Medium,Medium,High
2371,2023-07-09,Basic,199,22.2,3,1,33,56,Yes,1,Inactive,Medium,Medium,High
2372,2023-02-26,Basic,199,19.6,6,3,19,36,Yes,1,Inactive,High,High,High
2373,2024-04-13,Standard,399,24.8,7,1,2,25,No,0,At Risk,High,Medium,High
2374,2023-08-22,Standard,399,16.2,2,5,2,13,Yes,1,Active,Low,High,High
2375,2024-06-16,Premium,699,8.5,5,5,15,15,No,0,At Risk,Medium,High,Medium
2376,2024-02-22,Basic,199,19.0,4,0,36,57,Yes,1,Inactive,Medium,Low,High
2377,2023-05-31,Premium,699,24.5,6,2,8,1,No,0,Active,High,Medium,High
2378,2024-07-17,Standard,399,13.8,2,3,23,42,Yes,1,Inactive,Low,High,Medium
2379,2024-03-12,Standard,399,8.9,1,1,25,0,No,0,Active,Low,Medium,Medium
2380,2023-05-04,Basic,199,19.3,8,2,10,36,Yes,1,Inactive,High,Medium,High
2381,2023-11-15,Standard,399,19.5,6,4,13,9,Yes,1,Active,High,High,High
2382,2024-05-04,Premium,699,15.8,0,0,18,53,No,0,Inactive,Low,Low,High
2383,2024-02-03,Basic,199,0.7,8,3,1,38,Yes,1,Inactive,High,High,Low
2384,2024-11-15,Basic,199,3.4,6,4,4,12,Yes,1,Active,High,High,Low
2385,2024-06-24,Basic,199,20.7,0,0,22,60,Yes,1,Inactive,Low,Low,High
2386,2024-02-22,Basic,199,2.5,1,5,18,20,Yes,1,At Risk,Low,High,Low
2387,2023-02-21,Basic,199,5.3,7,5,34,26,Yes,1,At Risk,High,High,Medium
2388,2024-03-27,Premium,699,5.9,4,2,24,1,No,0,Active,Medium,Medium,Medium
2389,2023-05-24,Standard,399,10.1,0,5,19,60,Yes,1,Inactive,Low,High,Medium
2390,2023-12-19,Premium,699,19.2,6,5,26,8,No,0,Active,High,High,High
2391,2024-01-29,Basic,199,20.1,7,5,36,40,No,0,Inactive,High,High,High
2392,2024-06-20,Basic,199,14.4,1,2,11,1,No,0,Active,Low,Medium,Medium
2393,2023-04-02,Premium,699,6.9,3,1,35,12,No,0,Active,Medium,Medium,Medium
2394,2024-02-15,Basic,199,9.3,2,1,21,22,No,0,At Risk,Low,Medium,Medium
2395,2023-06-18,Basic,199,13.8,1,3,30,0,Yes,1,Active,Low,High,Medium
2396,2024-03-08,Premium,699,2.4,2,0,7,24,Yes,1,At Risk,Low,Low,Low
2397,2024-08-10,Basic,199,24.5,5,1,33,29,Yes,1,At Risk,Medium,Medium,High
2398,2024-07-12,Standard,399,3.5,3,3,25,4,No,0,Active,Medium,High,Low
2399,2023-11-27,Standard,399,7.0,0,5,20,10,No,0,Active,Low,High,Medium
2400,2023-04-07,Basic,199,21.7,4,4,10,2,No,0,Active,Medium,High,High
2401,2023-09-14,Standard,399,7.5,0,1,18,28,Yes,1,At Risk,Low,Medium,Medium
2402,2024-05-26,Basic,199,12.0,1,1,26,57,No,0,Inactive,Low,Medium,Medium
2403,2024-10-16,Premium,699,4.7,2,0,33,0,No,0,Active,Low,Low,Low
2404,2023-09-25,Basic,199,22.4,8,1,32,6,No,0,Active,High,Medium,High
2405,2024-12-04,Premium,699,4.7,8,2,27,47,Yes,1,Inactive,High,Medium,Low
2406,2023-09-06,Premium,699,6.2,6,1,29,55,No,0,Inactive,High,Medium,Medium
2407,2024-08-09,Basic,199,4.8,5,3,33,1,Yes,1,Active,Medium,High,Low
2408,2024-11-28,Standard,399,12.6,8,5,2,40,Yes,1,Inactive,High,High,Medium
2409,2023-08-30,Basic,199,12.2,0,3,30,55,No,0,Inactive,Low,High,Medium
2410,2024-01-21,Standard,399,19.6,2,0,34,23,No,0,At Risk,Low,Low,High
2411,2023-12-02,Premium,699,2.6,2,1,10,14,No,0,Active,Low,Medium,Low
2412,2023-01-16,Premium,699,2.6,6,5,11,55,Yes,1,Inactive,High,High,Low
2413,2023-06-03,Standard,399,24.7,1,5,35,16,No,0,At Risk,Low,High,High
2414,2024-08-04,Premium,699,13.3,2,0,5,36,Yes,1,Inactive,Low,Low,Medium
2415,2024-11-29,Standard,399,19.0,0,4,30,37,Yes,1,Inactive,Low,High,High
2416,2023-01-17,Standard,399,11.0,8,2,16,50,Yes,1,Inactive,High,Medium,Medium
2417,2024-09-11,Basic,199,22.4,0,2,9,51,Yes,1,Inactive,Low,Medium,High
2418,2024-12-09,Premium,699,16.7,8,3,15,46,Yes,1,Inactive,High,High,High
2419,2024-09-16,Standard,399,24.2,2,2,33,56,No,0,Inactive,Low,Medium,High
2420,2024-07-12,Premium,699,15.9,1,2,36,22,Yes,1,At Risk,Low,Medium,High
2421,2024-01-01,Premium,699,24.1,0,5,30,41,Yes,1,Inactive,Low,High,High
2422,2024-07-06,Basic,199,22.4,6,3,16,24,Yes,1,At Risk,High,High,High
2423,2024-09-20,Premium,699,1.1,7,2,12,24,Yes,1,At Risk,High,Medium,Low
2424,2024-09-30,Basic,199,12.6,8,3,30,24,Yes,1,At Risk,High,High,Medium
2425,2023-07-20,Premium,699,12.9,2,1,28,20,No,0,At Risk,Low,Medium,Medium
2426,2024-02-13,Standard,399,19.9,8,2,3,43,Yes,1,Inactive,High,Medium,High
2427,2023-01-31,Premium,699,17.2,3,2,12,3,No,0,Active,Medium,Medium,High
